Clinic Name,Clinic Street Address,City,State,Postcode,Phone Number,Fax Number,Website address,Staff Names
Guildford Dental Centre,Unit 6 / 9 Waterhall Road,Guildford,WA,6055,861040370,Not Available,https://www.guildforddentalcentre.com.au/,"['Dr Rony Gandhi', 'Dr Gaurav Khatri', 'Dr Naish Desai', 'Dr Hemanth Suthar']"
Ellen Stirling Dental - Ellenbrook,48 Ellen Stirling Parade,Ellenbrook,WA,6069,861921036,Not Available,https://ellenstirlingdental.com.au/,"['Dr Darren Cai', 'Dr Alan Quan']"
Enso Dental,Grange Building,Perth,WA,6006,863823399,Not Available,https://ensodental.com.au/,"['Dr Ryan Moldrich', 'Dr Michelle Crerie', 'Dr Pasteur Tran']"
South Calley Dental Centre,78 Calley Drive,Leeming,WA,6149,893289693,Not Available,http://www.singsingdental.com.au/,"['Dr Suzanne Leong', 'Dr Sing Sing Teoh', 'Dr Christina Lin', 'Dr Sally Law', 'Dr Paulina Lim']"
Dental Gigi,931 Albany Highway,Park,WA,6101,894703875,402836990,http://www.dentalgigi.com.au,"['Dr Helen Kerr', 'Dr Vish Selvaraj', 'Dr Alex Pham', 'Dr Shatha Saleh', 'Dr Sadha Shiv Gupta', 'Dr David McConnell', 'Dr Benjamin Zhang']"
Jupiter Dental Clinic Byford,not available,not available,not available,not available,not available,not available,http://www.jupiterhealthservices.com.au,['Dr Haytham El-Sakka']
Amore Dental,Unit 3 / 30 Marquis Street,Park,WA,6164,894100777,894101777,https://www.amoredental.com.au,"['Dr Vincenzo Figliomeni', 'Dr Angela Pathmanathan']"
Mia Dental Centre,Drovers Market Place,Wanneroo,WA,6065,892060058,Not Available,https://www.miadentalcentre.com.au/,"['Dr Tisa Kolarov', 'Dr Suliman Siddiqui', 'Dr Tanya Jordaan']"
DB Dental Perth City,3-4 Kings Square,Perth,WA,6000,1300483384,1300483384,http://www.dbdental.com.au,"['Dr Lisa Tong', 'Dr Jonathan Lee', 'Dr John Graham', 'Dr Laura Hall', 'Dr Suhail Wardak']"
Dental Circle,2 West Rd,Bassendean,WA,6054,893793818,Not Available,https://www.dentalcircle.com.au,"['Dr Nafiz Chowdhury', ""Dr Ol'ga Knurova"", 'Dr William Reidy']"
Guildford Dental Centre,Unit 6 / 9 Waterhall Road,Guildford,WA,6055,861040370,Not Available,https://www.guildforddentalcentre.com.au/,"['Dr Rony Gandhi', 'Dr Gaurav Khatri', 'Dr Naish Desai', 'Dr Hemanth Suthar']"
Ellen Stirling Dental - Ellenbrook,48 Ellen Stirling Parade,Ellenbrook,WA,6069,861921036,Not Available,https://ellenstirlingdental.com.au/,"['Dr Darren Cai', 'Dr Alan Quan']"
Enso Dental,Grange Building,Perth,WA,6006,863823399,Not Available,https://ensodental.com.au/,"['Dr Ryan Moldrich', 'Dr Michelle Crerie', 'Dr Pasteur Tran']"
South Calley Dental Centre,78 Calley Drive,Leeming,WA,6149,893289693,Not Available,http://www.singsingdental.com.au/,"['Dr Suzanne Leong', 'Dr Sing Sing Teoh', 'Dr Christina Lin', 'Dr Sally Law', 'Dr Paulina Lim']"
Dental Gigi,931 Albany Highway,Park,WA,6101,894703875,402836990,http://www.dentalgigi.com.au,"['Dr Helen Kerr', 'Dr Vish Selvaraj', 'Dr Alex Pham', 'Dr Shatha Saleh', 'Dr Sadha Shiv Gupta', 'Dr David McConnell', 'Dr Benjamin Zhang']"
Jupiter Dental Clinic Byford,not available,not available,not available,not available,not available,not available,http://www.jupiterhealthservices.com.au,['Dr Haytham El-Sakka']
Amore Dental,Unit 3 / 30 Marquis Street,Park,WA,6164,894100777,894101777,https://www.amoredental.com.au,"['Dr Vincenzo Figliomeni', 'Dr Angela Pathmanathan']"
Mia Dental Centre,Drovers Market Place,Wanneroo,WA,6065,892060058,Not Available,https://www.miadentalcentre.com.au/,"['Dr Tisa Kolarov', 'Dr Suliman Siddiqui', 'Dr Tanya Jordaan']"
DB Dental Perth City,3-4 Kings Square,Perth,WA,6000,1300483384,1300483384,http://www.dbdental.com.au,"['Dr Lisa Tong', 'Dr Jonathan Lee', 'Dr John Graham', 'Dr Laura Hall', 'Dr Suhail Wardak']"
Dental Circle,2 West Rd,Bassendean,WA,6054,893793818,Not Available,https://www.dentalcircle.com.au,"['Dr Nafiz Chowdhury', ""Dr Ol'ga Knurova"", 'Dr William Reidy']"
PK Dental Services - Aveley Dental Centre,Shop C1 / 311 Millhouse Road,Aveley,WA,6069,862460144,Not Available,http://www.pkdental.com.au,"['Dr Webson Sibanda', 'Dr Tanjum Sethi', 'Dr Tejas Patel']"
PK Dental Centre - Harrisdale,120 Yellowwood Ave,Harrisdale,WA,6112,861689200,Not Available,http://www.pkdental.com.au,"['Dr Mohammed Yusuf', 'Dr Silas Prashant', 'Dr Rachel Ocampo', 'Dr Praveen Perera', 'Dr Vidya Melmatti', 'Dr Malavika Manikandda']"
Wattle Grove Dental Centre,11B / 338 Hale Road,Grove,WA,6107,894536972,Not Available,http://www.wattlegrovedental.com.au,"['Dr Jessica Chong', 'Dr Silas Prashant', 'Dr Theresa Go', 'Dr Mahmoud Abdel', 'Dr Mohammed Yusuf', 'Dr Saroj Kamble']"
Altone Dental Centre,2 Hull Way,Beechboro,WA,6063,892795300,Not Available,http://www.altonedental.com.au/,"['Dr Deepthy Sapru', 'Dr Silas Prashant', 'Dr Cindy Martin', 'Dr Mahmoud Ahmed', 'Dr Theresa Go', 'Dr Saroj Kamble', 'Dr Peter Terzi', 'Dr Shilpa Datta']"
Bentley Plaza Dental Clinic,FS6B / 1140 Albany Highway,Bentley,WA,6102,894663600,Not Available,http://www.bentleyplazadental.com.au,"['Dr Srikanth Aluru', 'Dr Chetana Parthasarathy']"
Radiant Smiles Dental Care Yokine,198 Wanneroo Rd,Yokine,WA,6060,894403654,Not Available,http://radiantsmiles.com.au,"['Dr Jai Parekh', 'Dr Shalaka Ashtaputre', 'Dr Anand Ponnusamy', 'Dr David Duan']"
Midland Dental Hub,10 / 401 Great Eastern Highway,Midland,WA,6056,861170616,1300735992,https://www.midlanddentalhub.com.au/,"['Dr Troy Ridgwell', 'Dr Lyndon Abreu']"
Banksia Grove Family Dental,Coles Banksia Grove Village,Grove,WA,6031,892069500,Not Available,http://www.banksiagrovedental.com.au,"['Dr Jeni Yuan', 'Dr Juliana Ng', 'Dr Jonathan Lo', 'Dr Adrian Sue', 'Dr Wesley Huupponen']"
Beyond Smiles Dental - Kardinya,State Route 13,Kardinya,WA,6163,893371177,893376566,http://www.beyondsmilesdental.com.au,"['Dr Behnoush Azhang', 'Dr Karthigayan Dorairaj', 'Dr Sarmah Nayeem', 'Dr Chetana Parthasarathy']"
Beyond Smiles Dental - Bertram,4 Hero Cresent,Bertram,WA,6167,894195417,Not Available,http://www.beyondsmilesdental.com.au,"['Dr Manjot Singh', 'Dr Karthik Dorairaj', 'Dr Sarmah Nayeem']"
PK Dental Services - Aveley Dental Centre,Shop C1 / 311 Millhouse Road,Aveley,WA,6069,862460144,Not Available,http://www.pkdental.com.au,"['Dr Webson Sibanda', 'Dr Tanjum Sethi', 'Dr Tejas Patel']"
PK Dental Centre - Harrisdale,120 Yellowwood Ave,Harrisdale,WA,6112,861689200,Not Available,http://www.pkdental.com.au,"['Dr Mohammed Yusuf', 'Dr Silas Prashant', 'Dr Rachel Ocampo', 'Dr Praveen Perera', 'Dr Vidya Melmatti', 'Dr Malavika Manikandda']"
Wattle Grove Dental Centre,11B / 338 Hale Road,Grove,WA,6107,894536972,Not Available,http://www.wattlegrovedental.com.au,"['Dr Jessica Chong', 'Dr Silas Prashant', 'Dr Theresa Go', 'Dr Mahmoud Abdel', 'Dr Mohammed Yusuf', 'Dr Saroj Kamble']"
Altone Dental Centre,2 Hull Way,Beechboro,WA,6063,892795300,Not Available,http://www.altonedental.com.au/,"['Dr Deepthy Sapru', 'Dr Silas Prashant', 'Dr Cindy Martin', 'Dr Mahmoud Ahmed', 'Dr Theresa Go', 'Dr Saroj Kamble', 'Dr Peter Terzi', 'Dr Shilpa Datta']"
Bentley Plaza Dental Clinic,FS6B / 1140 Albany Highway,Bentley,WA,6102,894663600,Not Available,http://www.bentleyplazadental.com.au,"['Dr Srikanth Aluru', 'Dr Chetana Parthasarathy']"
Radiant Smiles Dental Care Yokine,198 Wanneroo Rd,Yokine,WA,6060,894403654,Not Available,http://radiantsmiles.com.au,"['Dr Jai Parekh', 'Dr Shalaka Ashtaputre', 'Dr Anand Ponnusamy', 'Dr David Duan']"
Midland Dental Hub,10 / 401 Great Eastern Highway,Midland,WA,6056,861170616,1300735992,https://www.midlanddentalhub.com.au/,"['Dr Troy Ridgwell', 'Dr Lyndon Abreu']"
Banksia Grove Family Dental,Coles Banksia Grove Village,Grove,WA,6031,892069500,Not Available,http://www.banksiagrovedental.com.au,"['Dr Jeni Yuan', 'Dr Juliana Ng', 'Dr Jonathan Lo', 'Dr Adrian Sue', 'Dr Wesley Huupponen']"
Beyond Smiles Dental - Kardinya,State Route 13,Kardinya,WA,6163,893371177,893376566,http://www.beyondsmilesdental.com.au,"['Dr Behnoush Azhang', 'Dr Karthigayan Dorairaj', 'Dr Sarmah Nayeem', 'Dr Chetana Parthasarathy']"
Beyond Smiles Dental - Bertram,4 Hero Cresent,Bertram,WA,6167,894195417,Not Available,http://www.beyondsmilesdental.com.au,"['Dr Manjot Singh', 'Dr Karthik Dorairaj', 'Dr Sarmah Nayeem']"
PK Dental Services - Aveley Dental Centre,Shop C1 / 311 Millhouse Road,Aveley,WA,6069,862460144,Not Available,http://www.pkdental.com.au,"['Dr Webson Sibanda', 'Dr Tanjum Sethi', 'Dr Tejas Patel']"
PK Dental Centre - Harrisdale,120 Yellowwood Ave,Harrisdale,WA,6112,861689200,Not Available,http://www.pkdental.com.au,"['Dr Mohammed Yusuf', 'Dr Silas Prashant', 'Dr Rachel Ocampo', 'Dr Praveen Perera', 'Dr Vidya Melmatti', 'Dr Malavika Manikandda']"
Wattle Grove Dental Centre,11B / 338 Hale Road,Grove,WA,6107,894536972,Not Available,http://www.wattlegrovedental.com.au,"['Dr Jessica Chong', 'Dr Silas Prashant', 'Dr Theresa Go', 'Dr Mahmoud Abdel', 'Dr Mohammed Yusuf', 'Dr Saroj Kamble']"
Altone Dental Centre,2 Hull Way,Beechboro,WA,6063,892795300,Not Available,http://www.altonedental.com.au/,"['Dr Deepthy Sapru', 'Dr Silas Prashant', 'Dr Cindy Martin', 'Dr Mahmoud Ahmed', 'Dr Theresa Go', 'Dr Saroj Kamble', 'Dr Peter Terzi', 'Dr Shilpa Datta']"
Bentley Plaza Dental Clinic,FS6B / 1140 Albany Highway,Bentley,WA,6102,894663600,Not Available,http://www.bentleyplazadental.com.au,"['Dr Srikanth Aluru', 'Dr Chetana Parthasarathy']"
Radiant Smiles Dental Care Yokine,198 Wanneroo Rd,Yokine,WA,6060,894403654,Not Available,http://radiantsmiles.com.au,"['Dr Jai Parekh', 'Dr Shalaka Ashtaputre', 'Dr Anand Ponnusamy', 'Dr David Duan']"
Midland Dental Hub,10 / 401 Great Eastern Highway,Midland,WA,6056,861170616,1300735992,https://www.midlanddentalhub.com.au/,"['Dr Troy Ridgwell', 'Dr Lyndon Abreu']"
Banksia Grove Family Dental,Coles Banksia Grove Village,Grove,WA,6031,892069500,Not Available,http://www.banksiagrovedental.com.au,"['Dr Jeni Yuan', 'Dr Juliana Ng', 'Dr Jonathan Lo', 'Dr Adrian Sue', 'Dr Wesley Huupponen']"
Beyond Smiles Dental - Kardinya,State Route 13,Kardinya,WA,6163,893371177,893376566,http://www.beyondsmilesdental.com.au,"['Dr Behnoush Azhang', 'Dr Karthigayan Dorairaj', 'Dr Sarmah Nayeem', 'Dr Chetana Parthasarathy']"
Beyond Smiles Dental - Bertram,4 Hero Cresent,Bertram,WA,6167,894195417,Not Available,http://www.beyondsmilesdental.com.au,"['Dr Manjot Singh', 'Dr Karthik Dorairaj', 'Dr Sarmah Nayeem']"
Tee Family Dental,Unit 6 / 2 Wade Court,Girrawheen,WA,6064,893426622,Not Available,https://www.teefamilydental.com,['Dr Simon Tee']
Perth Dental Rooms (previously Carillon City Dental),Wentworth Building,Perth,WA,6000,893225340,Not Available,https://perthdentalrooms.com.au/,"['Dr Thomas Flanagan', 'Dr David Hurst', 'Dr Melanie Fowler']"
St John Dental Joondalup (Previously Apollo Dental),Joondalup Gate,Joondalup,WA,6027,894007050,894007077,http://www.stjohnhealth.com.au,"['Dr Tina Oosthuizen', 'Dr Marcus Choy', 'Dr Jack Chan', 'Dr Yvonne Tang', 'Dr Yamuna Shivananda']"
DB Dental Ellenbrook,Unit 3 / 1549 Gnangara Road,Aveley,WA,6069,1300483384,1300483384,http://www.dbdental.com.au,"['Dr James Andrews', 'Dr Kieran Brannigan', 'Dr Jake Stanley', 'Dr Rebecca Kirke', 'Dr Gurpreet Virdee', 'Dr Kalen White', 'Dr Brian Shih', 'Dr Adam Fell', 'Dr Shane Barton']"
Herald Avenue Dental Centre,7 Herald Avenue,Willetton,WA,6155,892595774,892596384,https://www.heraldavedental.com.au,"['Dr Sambavi Kugananthan', 'Dr Martin Lu', 'Dr Vincent Lim', 'Dr Su Anne Au', 'Dr Agnes Tan']"
Chelmsford Dental (Allied Dental),2 Chelmsford Road,Lawley,WA,6050,861462555,Not Available,http://www.chelmsforddental.com.au,"['Dr James Roberts', 'Dr Rose Cash', 'Dr Viviane Nguyen', 'Dr Bernadette Pilkington']"
Southern River Dental,1B / 714 Randford Road,River,WA,6110,894909501,Not Available,https://www.southernriverdental.com.au,['Dr Sabrina Pillay']
Murdoch Dental,Murdoch Professional Centre,Murdoch,WA,6150,893106018,893103019,http://www.murdochdental.com.au,"['Dr Behnaz Zarandion', 'Dr Geetanjali Sehgal']"
Prospect Road Dental Surgery,4 / 26 Prospect Road,Armadale,WA,6112,893992037,Not Available,https://www.prospectroaddentalsurgery.com.au,"['Dr Simrat Sandhu', 'Dr Abhishek Singh', 'Dr Akshay Dalvi', 'Dr Alefia Mithaiwala']"
Doucas Dental,1 Templeman Pl,Midland,WA,6056,892741657,892741557,http://www.doucasdental.com.au,"['Dr Gregory Doucas', 'Dr Elisia Doucas', 'Dr Kevin Kwok']"
Tee Family Dental,Unit 6 / 2 Wade Court,Girrawheen,WA,6064,893426622,Not Available,https://www.teefamilydental.com,['Dr Simon Tee']
Perth Dental Rooms (previously Carillon City Dental),Wentworth Building,Perth,WA,6000,893225340,Not Available,https://perthdentalrooms.com.au/,"['Dr Thomas Flanagan', 'Dr David Hurst', 'Dr Melanie Fowler']"
St John Dental Joondalup (Previously Apollo Dental),Joondalup Gate,Joondalup,WA,6027,894007050,894007077,http://www.stjohnhealth.com.au,"['Dr Tina Oosthuizen', 'Dr Marcus Choy', 'Dr Jack Chan', 'Dr Yvonne Tang', 'Dr Yamuna Shivananda']"
DB Dental Ellenbrook,Unit 3 / 1549 Gnangara Road,Aveley,WA,6069,1300483384,1300483384,http://www.dbdental.com.au,"['Dr James Andrews', 'Dr Kieran Brannigan', 'Dr Jake Stanley', 'Dr Rebecca Kirke', 'Dr Gurpreet Virdee', 'Dr Kalen White', 'Dr Brian Shih', 'Dr Adam Fell', 'Dr Shane Barton']"
Herald Avenue Dental Centre,7 Herald Avenue,Willetton,WA,6155,892595774,892596384,https://www.heraldavedental.com.au,"['Dr Sambavi Kugananthan', 'Dr Martin Lu', 'Dr Vincent Lim', 'Dr Su Anne Au', 'Dr Agnes Tan']"
Chelmsford Dental (Allied Dental),2 Chelmsford Road,Lawley,WA,6050,861462555,Not Available,http://www.chelmsforddental.com.au,"['Dr James Roberts', 'Dr Rose Cash', 'Dr Viviane Nguyen', 'Dr Bernadette Pilkington']"
Southern River Dental,1B / 714 Randford Road,River,WA,6110,894909501,Not Available,https://www.southernriverdental.com.au,['Dr Sabrina Pillay']
Murdoch Dental,Murdoch Professional Centre,Murdoch,WA,6150,893106018,893103019,http://www.murdochdental.com.au,"['Dr Behnaz Zarandion', 'Dr Geetanjali Sehgal']"
Prospect Road Dental Surgery,4 / 26 Prospect Road,Armadale,WA,6112,893992037,Not Available,https://www.prospectroaddentalsurgery.com.au,"['Dr Simrat Sandhu', 'Dr Abhishek Singh', 'Dr Akshay Dalvi', 'Dr Alefia Mithaiwala']"
Doucas Dental,1 Templeman Pl,Midland,WA,6056,892741657,892741557,http://www.doucasdental.com.au,"['Dr Gregory Doucas', 'Dr Elisia Doucas', 'Dr Kevin Kwok']"
Tee Family Dental,Unit 6 / 2 Wade Court,Girrawheen,WA,6064,893426622,Not Available,https://www.teefamilydental.com,['Dr Simon Tee']
Perth Dental Rooms (previously Carillon City Dental),Wentworth Building,Perth,WA,6000,893225340,Not Available,https://perthdentalrooms.com.au/,"['Dr Thomas Flanagan', 'Dr David Hurst', 'Dr Melanie Fowler']"
St John Dental Joondalup (Previously Apollo Dental),Joondalup Gate,Joondalup,WA,6027,894007050,894007077,http://www.stjohnhealth.com.au,"['Dr Tina Oosthuizen', 'Dr Marcus Choy', 'Dr Jack Chan', 'Dr Yvonne Tang', 'Dr Yamuna Shivananda']"
DB Dental Ellenbrook,Unit 3 / 1549 Gnangara Road,Aveley,WA,6069,1300483384,1300483384,http://www.dbdental.com.au,"['Dr James Andrews', 'Dr Kieran Brannigan', 'Dr Jake Stanley', 'Dr Rebecca Kirke', 'Dr Gurpreet Virdee', 'Dr Kalen White', 'Dr Brian Shih', 'Dr Adam Fell', 'Dr Shane Barton']"
Herald Avenue Dental Centre,7 Herald Avenue,Willetton,WA,6155,892595774,892596384,https://www.heraldavedental.com.au,"['Dr Sambavi Kugananthan', 'Dr Martin Lu', 'Dr Vincent Lim', 'Dr Su Anne Au', 'Dr Agnes Tan']"
Chelmsford Dental (Allied Dental),2 Chelmsford Road,Lawley,WA,6050,861462555,Not Available,http://www.chelmsforddental.com.au,"['Dr James Roberts', 'Dr Rose Cash', 'Dr Viviane Nguyen', 'Dr Bernadette Pilkington']"
Southern River Dental,1B / 714 Randford Road,River,WA,6110,894909501,Not Available,https://www.southernriverdental.com.au,['Dr Sabrina Pillay']
Murdoch Dental,Murdoch Professional Centre,Murdoch,WA,6150,893106018,893103019,http://www.murdochdental.com.au,"['Dr Behnaz Zarandion', 'Dr Geetanjali Sehgal']"
Prospect Road Dental Surgery,4 / 26 Prospect Road,Armadale,WA,6112,893992037,Not Available,https://www.prospectroaddentalsurgery.com.au,"['Dr Simrat Sandhu', 'Dr Abhishek Singh', 'Dr Akshay Dalvi', 'Dr Alefia Mithaiwala']"
Doucas Dental,1 Templeman Pl,Midland,WA,6056,892741657,892741557,http://www.doucasdental.com.au,"['Dr Gregory Doucas', 'Dr Elisia Doucas', 'Dr Kevin Kwok']"
Dental Esthetique,324 Churchill Avenue,Subiaco,WA,6008,893813791,Not Available,http://www.dentalesthetique.com.au,"['Dr Rachel Hurley', 'Dr Keenan Inderjeeth', 'Dr Thomas Flanagan']"
Third Ave Dental Centre,781 Beaufort Street,Lawley,WA,6050,893704965,892714699,http://www.thirdavenuedental.com.au/,"['Dr Vera Jordan', 'Dr Fay Asghari', 'Dr Jonathan Resnick', 'Dr Anand Ponnusamy']"
Sing Sing Dental Clinic,Unit 8 / 478 William Street,Perth,WA,6000,893289693,Not Available,http://www.singsingdental.com.au,"['Dr Sing Sing Teoh', 'Dr Christina Lin', 'Dr Lydia Hill', 'Dr Carian Sie', 'Dr Sally Law']"
St John Dental Cockburn (Previously Apollo Dental),Cockburn Gateway Shopping City,Success,WA,6164,861746050,Not Available,http://www.stjohnhealth.com.au,"['Dr Lawrence Chan', 'Dr Jonathan Lee', 'Dr Dharsh Sritharan', 'Dr Hugo Perez', 'Dr Gabrielle Rogers', 'Dr Sahara Saeedi', 'Dr Thiviya Sivapatham']"
Ashburton Dental Centre,9 / 62 Ashburton Dr,Gosnells,WA,6110,894908777,894908788,http://www.ashburtondentalcentre.com.au,"['Dr Mark Foley', 'Dr Kav Bhinder']"
The Walk In Dental Centre,Suite 4 / 52 Highclere bouelvard,Marangaroo,WA,6064,861616405,861616585,https://thewalkindentalcentre.com.au/,"['Dr Genevieve Johnson', 'Dr Parm Bains', 'Dr Karen Sandhu']"
Allied Dental Centre Cockburn,Cockburn Integrated Health,Central,WA,6164,1300859359,894986088,http://www.allieddental.com.au,"['Dr Jeff Luebbert', 'Dr Alok Mehta', 'Dr Claudia Lie', 'Dr Natania Ong', 'Dr Jennifer Lee', 'Dr Ashwati Ravindran', 'Dr Cina Yaqub']"
Access Dental Care Bull Creek,64 Bull Creek Drive,Creek,WA,6149,894687289,893327556,https://www.accessdentalcare.com.au,"['Dr Brian Wong', 'Dr Carmen Birnur', 'Dr Sarah Song', 'Dr Claire Waldock']"
Access Dental Care East Perth,128 Adelaide Terrace,Perth,WA,6004,892256888,Not Available,https://www.accessdentalcare.com.au,"['Dr Claire Waldock', 'Dr ...Rosemary ...Godfrrey', 'Dr Brian Wong']"
Dentistry Plus Leeming,62 Farrington Road,Leeming,WA,6149,893322133,Not Available,http://www.dentistryplus.com.au,"['Dr Kabir Ally', 'Dr Yu-Meng Choong', 'Dr Victor Tan']"
Dental Esthetique,324 Churchill Avenue,Subiaco,WA,6008,893813791,Not Available,http://www.dentalesthetique.com.au,"['Dr Rachel Hurley', 'Dr Keenan Inderjeeth', 'Dr Thomas Flanagan']"
Third Ave Dental Centre,781 Beaufort Street,Lawley,WA,6050,893704965,892714699,http://www.thirdavenuedental.com.au/,"['Dr Vera Jordan', 'Dr Fay Asghari', 'Dr Jonathan Resnick', 'Dr Anand Ponnusamy']"
Sing Sing Dental Clinic,Unit 8 / 478 William Street,Perth,WA,6000,893289693,Not Available,http://www.singsingdental.com.au,"['Dr Sing Sing Teoh', 'Dr Christina Lin', 'Dr Lydia Hill', 'Dr Carian Sie', 'Dr Sally Law']"
St John Dental Cockburn (Previously Apollo Dental),Cockburn Gateway Shopping City,Success,WA,6164,861746050,Not Available,http://www.stjohnhealth.com.au,"['Dr Lawrence Chan', 'Dr Jonathan Lee', 'Dr Dharsh Sritharan', 'Dr Hugo Perez', 'Dr Gabrielle Rogers', 'Dr Sahara Saeedi', 'Dr Thiviya Sivapatham']"
Ashburton Dental Centre,9 / 62 Ashburton Dr,Gosnells,WA,6110,894908777,894908788,http://www.ashburtondentalcentre.com.au,"['Dr Mark Foley', 'Dr Kav Bhinder']"
The Walk In Dental Centre,Suite 4 / 52 Highclere bouelvard,Marangaroo,WA,6064,861616405,861616585,https://thewalkindentalcentre.com.au/,"['Dr Genevieve Johnson', 'Dr Parm Bains', 'Dr Karen Sandhu']"
Allied Dental Centre Cockburn,Cockburn Integrated Health,Central,WA,6164,1300859359,894986088,http://www.allieddental.com.au,"['Dr Jeff Luebbert', 'Dr Alok Mehta', 'Dr Claudia Lie', 'Dr Natania Ong', 'Dr Jennifer Lee', 'Dr Ashwati Ravindran', 'Dr Cina Yaqub']"
Access Dental Care Bull Creek,64 Bull Creek Drive,Creek,WA,6149,894687289,893327556,https://www.accessdentalcare.com.au,"['Dr Brian Wong', 'Dr Carmen Birnur', 'Dr Sarah Song', 'Dr Claire Waldock']"
Access Dental Care East Perth,128 Adelaide Terrace,Perth,WA,6004,892256888,Not Available,https://www.accessdentalcare.com.au,"['Dr Claire Waldock', 'Dr ...Rosemary ...Godfrrey', 'Dr Brian Wong']"
Dentistry Plus Leeming,62 Farrington Road,Leeming,WA,6149,893322133,Not Available,http://www.dentistryplus.com.au,"['Dr Kabir Ally', 'Dr Yu-Meng Choong', 'Dr Victor Tan']"
Dental Esthetique,324 Churchill Avenue,Subiaco,WA,6008,893813791,Not Available,http://www.dentalesthetique.com.au,"['Dr Rachel Hurley', 'Dr Keenan Inderjeeth', 'Dr Thomas Flanagan']"
Third Ave Dental Centre,781 Beaufort Street,Lawley,WA,6050,893704965,892714699,http://www.thirdavenuedental.com.au/,"['Dr Vera Jordan', 'Dr Fay Asghari', 'Dr Jonathan Resnick', 'Dr Anand Ponnusamy']"
Sing Sing Dental Clinic,Unit 8 / 478 William Street,Perth,WA,6000,893289693,Not Available,http://www.singsingdental.com.au,"['Dr Sing Sing Teoh', 'Dr Christina Lin', 'Dr Lydia Hill', 'Dr Carian Sie', 'Dr Sally Law']"
St John Dental Cockburn (Previously Apollo Dental),Cockburn Gateway Shopping City,Success,WA,6164,861746050,Not Available,http://www.stjohnhealth.com.au,"['Dr Lawrence Chan', 'Dr Jonathan Lee', 'Dr Dharsh Sritharan', 'Dr Hugo Perez', 'Dr Gabrielle Rogers', 'Dr Sahara Saeedi', 'Dr Thiviya Sivapatham']"
Ashburton Dental Centre,9 / 62 Ashburton Dr,Gosnells,WA,6110,894908777,894908788,http://www.ashburtondentalcentre.com.au,"['Dr Mark Foley', 'Dr Kav Bhinder']"
The Walk In Dental Centre,Suite 4 / 52 Highclere bouelvard,Marangaroo,WA,6064,861616405,861616585,https://thewalkindentalcentre.com.au/,"['Dr Genevieve Johnson', 'Dr Parm Bains', 'Dr Karen Sandhu']"
Allied Dental Centre Cockburn,Cockburn Integrated Health,Central,WA,6164,1300859359,894986088,http://www.allieddental.com.au,"['Dr Jeff Luebbert', 'Dr Alok Mehta', 'Dr Claudia Lie', 'Dr Natania Ong', 'Dr Jennifer Lee', 'Dr Ashwati Ravindran', 'Dr Cina Yaqub']"
Access Dental Care Bull Creek,64 Bull Creek Drive,Creek,WA,6149,894687289,893327556,https://www.accessdentalcare.com.au,"['Dr Brian Wong', 'Dr Carmen Birnur', 'Dr Sarah Song', 'Dr Claire Waldock']"
Access Dental Care East Perth,128 Adelaide Terrace,Perth,WA,6004,892256888,Not Available,https://www.accessdentalcare.com.au,"['Dr Claire Waldock', 'Dr ...Rosemary ...Godfrrey', 'Dr Brian Wong']"
Dentistry Plus Leeming,62 Farrington Road,Leeming,WA,6149,893322133,Not Available,http://www.dentistryplus.com.au,"['Dr Kabir Ally', 'Dr Yu-Meng Choong', 'Dr Victor Tan']"
Darch Dental Centre,225 Kingsway Road,Darch,WA,6065,893039770,893039781,http://www.darchdental.com.au,"['Dr Naishadh Desai', 'Dr Gaurav Khatri']"
Willeri Dental,6 / 2 Madeira Rd,Parkwood,WA,6147,894578360,Not Available,http://www.willeridental.com.au,"['Dr Meheransh Chopra', 'Dr Vilas Menon']"
St John Dental Armadale (Previously Apollo Dental),Armadale Central Shopping Centre,Armadale,WA,6112,894981905,Not Available,http://www.stjohnhealth.com.au,"['Dr Alan Yeong', 'Dr Lawrence Chan', 'Dr Samantha Row', 'Dr Vivienne Chin', 'Dr Gabrielle Rogers', 'Dr Marcus Choy', 'Dr Thiviya Sivapatham', 'Dr Stephanie Tan', 'Dr Colleen Devine', 'Dr Elise Tan']"
Marri Gum Family Dental,814 South West Highway,Byford,WA,6122,895250888,895250688,http://www.marrigumfamilydental.com.au,"['Dr Adrian Eng', 'Dr Robert Eng']"
Dentist WA Canning Vale,1-2 / 2 Queensgate Drive,Vale,WA,6155,894554565,Not Available,https://www.dentistwa.com.au,"['Dr Saj De Silva', 'Dr Alex Park', 'Dr Maria Hui', 'Dr Gavin Coles', 'Dr Rajaa Chiri', 'Dr Vicki Foo', 'Dr Lily Taheri-Bidzard', 'Dr Suanne Lam', 'Dr Abdullah Kanbour', 'Dr Lahiru Chandraweera', 'Dr Alex Ong', 'Dr Farzam Mehrabi', 'Dr Hosam Ehdeyhed', 'Dr Yeshani Chandraweera']"
Stirling Street Dental Clinic,Ground Floor,Perth,WA,6000,892277700,Not Available,http://www.stirlingstreetdental.com.au/,"['Dr Jamie Chua', 'Dr Tze Liong Ting']"
Pearsall Dental Centre,Suite 4 / 155 Willespie Drive,Pearsall,WA,6065,894056379,894046745,http://pearsalldental.com.au/,"['Dr Ramandeep Kaur', 'Dr Kevin Keyhani']"
